1.828923523426055908e-01,-1.250001043081283569e-01,1.103669285774230957e+00,-3.141590833663940430e+00,1.322067499160766602e+00,-1.240669803337368648e-06
-1.899083144962787628e-02,-1.249998360872268677e-01,8.406410217285156250e-01,3.141592502593994141e+00,9.355850219726562500e-01,2.054965619890936068e-07
-7.868934273719787598e-01,-1.249999850988388062e-01,5.684946179389953613e-01,-5.449231821330613457e-07,2.941119670867919922e-01,-3.141592025756835938e+00
3.508529067039489746e-01,-1.249998807907104492e-01,8.428979516029357910e-01,-3.141592502593994141e+00,4.621947705745697021e-01,-1.450819908654921164e-08
1.487246248871088028e-02,-1.249999031424522400e-01,1.059766054153442383e+00,-3.141591787338256836e+00,1.219505548477172852e+00,-6.791265150241088122e-07
1.989447325468063354e-01,-1.249998509883880615e-01,8.576828241348266602e-01,3.141592741012573242e+00,6.101165413856506348e-01,2.268778231950818736e-08
1.233345419168472290e-01,-1.249999776482582092e-01,5.141882300376892090e-01,3.141592264175415039e+00,2.527474164962768555e-01,4.050646396080992417e-07
1.664164215326309204e-01,-1.250000596046447754e-01,1.100933313369750977e+00,-3.141591310501098633e+00,1.264160871505737305e+00,-9.721566129883285612e-07
4.463243186473846436e-01,-1.250001192092895508e-01,9.754011034965515137e-01,-3.141591787338256836e+00,9.261022806167602539e-01,-1.032416889756859746e-07
-5.299938917160034180e-01,-1.249998286366462708e-01,8.375216126441955566e-01,-6.104627914282900747e-07,1.113337397575378418e+00,-3.141592025756835938e+00
1.324265450239181519e-01,-1.249999850988388062e-01,1.727022230625152588e-01,3.141590356826782227e+00,-1.408614635467529297e+00,-1.951173317138454877e-06
2.256878465414047241e-01,-1.249998956918716431e-01,1.999756507575511932e-02,5.676525688613764942e-06,-1.547688841819763184e+00,-3.141587018966674805e+00
7.009432315826416016e-01,-1.250000745058059692e-01,6.218397021293640137e-01,-3.141592025756835938e+00,2.548396587371826172e-01,2.762552071544632781e-07
7.138032913208007812e-01,-1.250000000000000000e-01,4.113689959049224854e-01,-3.141592264175415039e+00,-1.530857086181640625e-01,3.160137680424668361e-07
3.692202270030975342e-01,-1.249999105930328369e-01,2.685336172580718994e-01,3.141592502593994141e+00,-8.607822060585021973e-01,-1.313879494091452216e-07
-5.347418189048767090e-01,-1.249998584389686584e-01,8.704354763031005859e-01,-7.033244173726416193e-07,1.075163841247558594e+00,-3.141592025756835938e+00
1.182578429579734802e-01,-1.249999254941940308e-01,5.929954349994659424e-02,1.169528786704177037e-06,-1.345930457115173340e+00,-3.141591548919677734e+00
6.791531443595886230e-01,-1.249999925494194031e-01,5.614997744560241699e-01,-3.141592264175415039e+00,4.797494411468505859e-02,2.185075658189816750e-07
1.606185883283615112e-01,-1.249999627470970154e-01,5.089451670646667480e-01,3.141592264175415039e+00,9.293866157531738281e-02,2.927818911757640308e-07
-1.004035994410514832e-01,-1.249998360872268677e-01,7.948126792907714844e-01,3.141592264175415039e+00,1.075756788253784180e+00,4.309331131935323356e-07
5.841238498687744141e-01,-1.249999701976776123e-01,7.268094420433044434e-01,-3.141592264175415039e+00,2.707348167896270752e-01,9.372563880560846883e-08
3.724394738674163818e-01,-1.249999105930328369e-01,3.901303410530090332e-01,3.141592502593994141e+00,-5.548382997512817383e-01,-3.718849939104984514e-08
-6.363943815231323242e-01,-1.249998435378074646e-01,7.432327270507812500e-01,-5.211090865486767143e-07,8.660110831260681152e-01,-3.141592264175415039e+00
-5.432561039924621582e-01,-1.249998658895492554e-01,8.702603578567504883e-01,-7.030075721559114754e-07,1.050828456878662109e+00,-3.141592025756835938e+00
-5.560197830200195312e-01,-1.249999254941940308e-01,9.025350213050842285e-01,-7.410358762172108982e-07,9.544185996055603027e-01,-3.141591787338256836e+00
6.707624793052673340e-01,-1.250000149011611938e-01,6.183917522430419922e-01,-3.141592264175415039e+00,1.565491557121276855e-01,2.049134764092741534e-07
3.524647057056427002e-01,-1.249998882412910461e-01,9.742226451635360718e-02,3.141592502593994141e+00,-1.232225418090820312e+00,-2.041078488446146366e-07
3.425236344337463379e-01,-1.250001490116119385e-01,1.042541861534118652e+00,-3.141591548919677734e+00,1.148182630538940430e+00,-4.132223807573609520e-07
1.699700802564620972e-01,-1.249998956918716431e-01,4.210010170936584473e-03,9.490264574196771719e-07,-1.400612950325012207e+00,-3.141591787338256836e+00
2.640663981437683105e-01,-1.249999552965164185e-01,1.018429517745971680e+00,-3.141592025756835938e+00,9.162672162055969238e-01,-2.517920734135259409e-07
