-2.659524182386434177e+00,-1.691063405397625274e+01
-7.876996343847231685e+01,-1.151648795906000373e+02
-9.130231457944117324e+01,-1.815368424774808886e+01
-2.478604528246179939e+01,-8.830422936994085603e+01
-4.113288066987386316e+01,-6.126035493179038838e+01
-4.744597933401401946e+01,-1.024888723287952956e+02
-8.919223955971663997e+01,-1.647108682700892928e+02
-1.017222111417464703e+01,-2.774113530248601478e+01
1.632216803926387172e+01,-2.061607613023983276e+01
-9.217006802988473169e+01,-6.595960217202009801e+01
4.152055794283697310e+00,-1.665556140397330580e+02
4.642821471406733735e+01,-1.348957414462676923e+02
3.900640434266799161e+01,-3.639235441136588634e+01
4.306795828456486674e+01,-5.570320054108611885e+01
4.128236244056353144e+00,-1.351909473258580761e+02
-8.479672333755777913e+01,-5.639906967977063346e+01
4.177721122869053261e+01,-1.511066561402050752e+02
3.051337334775848831e+01,-5.673786039720029351e+01
-7.598724860415883597e+01,-1.606622547567377524e+02
-9.433944923303414498e+01,-1.227031253768160042e+02
1.226654714017709580e+01,-6.222148363797820991e+01
-1.303321102028104406e+01,-1.348231040994184582e+02
-9.847647077076376831e+01,-5.809524315193036159e+01
-8.388283900050066677e+01,-5.409086809955090303e+01
-7.317161005105705840e+01,-3.785576439999096010e+01
2.908604749526836031e+01,-5.194434167056787999e+01
3.360922750824423133e+01,-1.269920784858896354e+02
1.299210813401641929e+01,-1.122186925695632453e+01
5.153342633573305420e+01,-1.382173630989116191e+02
-1.776040240257614755e+01,-5.526215317331472932e+01
-8.836808417371247515e+01,-1.079312236254302775e+02
-2.075325174153662999e+01,-1.597525886809405335e+02
-6.557591782523260804e+01,-4.289970947020808012e+01
-5.925817232731546369e+01,-1.387650859937090786e+01
1.366703164665693748e+00,-1.213902015833468795e+01
3.892482053624249261e+00,-1.309686679293437805e+01
-3.043383893143185048e+01,-1.450730772031276672e+02
-4.278797617488139338e+01,-1.115908370606553035e+02
4.137388369132327171e+01,-7.120788894159933591e+01
-8.525535397094115808e+01,-8.059112866070273640e+01
-6.924198143951090856e+01,-4.126174188948181154e+01
-6.955546043417731994e+01,-3.847986461428661187e+01
-5.129663356086088299e+01,-3.070086585186913908e+01
-1.436486409654744989e+01,-1.255409219285294711e+02
-9.147721971150399156e+01,-8.636585500575826302e+01
-9.275314209220709927e+01,-1.264595964076825396e+02
-1.015621877922670535e+01,-1.315095720258033509e+02
-9.821256831647181684e+01,-1.335334117770788112e+02
4.180323767140950508e+01,-1.684934676438550980e+02
1.241118540122907632e+01,-1.485914694444767861e+02
1.118550181126906296e+01,-1.588956844803020658e+02
-6.052761864144720505e+01,-1.202021720155640310e+02
2.032120107978313683e+01,-3.875322932713436330e+01
-7.235376142317643655e+01,-7.020523588754403477e+01
5.398856194437462364e+01,-3.769373595239349584e+01
2.138177239186053669e+01,-8.224660014429952071e+01
-4.156787702625436509e+01,-1.094918520436745695e+02
-7.863256138677795093e+01,-3.942257216014536425e+01
-7.672235541227266253e+00,-7.837808686987327178e+01
-4.708185681073084083e+01,-9.405143806723820887e+01
-9.427692973972102664e+01,-2.065219910094438660e+01
1.329719834275407209e+01,-1.027948246066893176e+02
-6.715814509262656884e+00,-6.375122445487734524e+01
-8.054800259215917890e+01,-8.040814698966731555e+01
-3.110278585688689645e+01,-1.719841829932863391e+02
1.977306468856792776e+01,-1.420565667130430256e+02
-8.443500225086677347e+01,-4.551771422109274567e+01
-5.173176826989620736e+01,-2.145784501610299344e+01
-3.077243291506869127e+01,-1.573330308750496158e+02
